Date Time  	93_378008l1 	96_fiktiv_1 	96_fiktivl1 	96_GM2l1 	96_OGA0000l1 	96_OGA0003l1 	96_OGA0004l1 	96_OGA0005l1 	96_OGA0006l1 	96_OGA0007l1 	96_OGA0008l1 	96_OGA0100l1 	96_OGA0200l1 	96_OGA0300l1 	96_OGA0301l1 	96_OGA0302l1 	96_OGA0305l1 	96_OGA0308l1 	96_OGA0309l1 	96_OGA0310l1 	96_OGA0313l1 	96_OGA0314l1 	96_OGA0315l1 	96_OGA0316l1 	96_OGA0317l1 	96_OGA0400l1 	96_OGA0500l1 	96_OGA0501l1 	96_OGA0509l1 	96_OGA0510l1 	96_OGA0519l1 	96_OGA0520l1 	96_OGA0600l1 	96_OGA0601l1 	96_OGA0602l1 	96_OGA0603l1 	96_OGA0604l1 	96_OGA0608l1 	96_OGA0611l1 	96_OGA0613l1 	96_OGA0619l1 	96_OGA0620l1 	96_OGA0700l1 	96_OGA0800l1 	96_OGA0900l1 	96_OGA0901l1 	96_OGA0902l1 	96_OGA0903l1 	96_OGA1000l1 	96_OGA1001l1 	96_OGA1003l1 	96_OGA1004l1 	96_OGA1005l1 	96_OGA1006l1 	96_OGA1007l1 	96_OGA1100l1 	96_OGA1101l1 	96_OGA1102l1 	96_OGA1107l1 	96_OGA1108l1 	96_OGA1111l1 	96_OGA1114l1 	96_OGA1117l1 	96_OGA1200l1 	96_OGA1201l1 	96_OGA1202l1 	96_OGA1204l1 	96_OGA1210l1 	96_OGA1213l1 	96_OGA1214l1 	96_OGA1215l1 	96_OGA1217l1 	96_OGA1218l1 	96_OGA1219l1 	96_OGA1220l1 	96_OGA1222l1 	96_OGA1224l1 	96_OGA1225l1 	96_OGA1227l2 	96_OGA1231l1 	96_OGA1232l1 	96_OGA1233l1 	96_OGA1240l1 	96_OGA1241l1 	96_OGA1241l2 	96_OGA1243l1 	96_OGA1244l1 	96_OGA1245l1 	96_OGA1247l1 	96_OGA1247l2 	96_OGA1254l1 	96_OGA1255l1 	96_OGA1259l1 	96_OGA1300l1 	96_OGA1301l1 	96_OGA1308l1 	96_OGA1309l1 	96_OGA1310l1 	96_OGA1311l2 	96_OGA1312l1 	96_OGA1312l2 	96_OGA1315l1 	96_OGA1316l1 	96_OGA1318l1 	96_OGA1319l1 	96_OGA1320l1 	96_OGA1321l1 	96_OGA1322l1 	96_OGA1324l1 	96_OGA1327l1 	96_OGA1328l1 	96_OGA1332l1 	96_OGA1335l1 	96_OGA1339l1 	96_OGA1342l1 	96_OGA1351l1 	96_OGA1400l1 	96_OGA1500l1 	96_OGA1600l1 	96_OGA1601l1 	96_OGA1700l1 	96_OGA1800l1 	96_OGA1900l1 	96_OGA2000l1 	96_OGA2001l1 	96_OGA2002l1 	96_OGA2004l1 	96_OGA2005l1 	96_OGA2006l1 	96_OGA2007l1 	96_OGA2008l1 	96_OGA2010l1 	96_OGA2015l1 	96_OGA2020l1 	96_OGA2021l1 	96_OGA2022l1 	96_OGA2023l1 	96_OGA2028l2 	96_OGA2029l1 	96_OGA2030l1 	96_OGA2030l2 	96_OGA2031l1 	96_OGA2031l2 	96_OGA2100l1 	96_OGA2101l1 	96_OGA2108l1 	96_OGA2113l1 	96_OGA2114l1 	96_OGA2115l1 	96_OGA2116l1 	96_OGA2117l1 	96_OGA2120l1 	96_OGA2200l1 	96_OGA2201l1 	96_OGA2204l1 	96_OGA2209l1 	96_OGA2300l1 	96_OGA2301l1 	96_OGA2302l1 	96_OGA2303l1 	96_OGA2400l1 	96_OGA2601l1 	96_OGA2700l1 	96_OGA2800l1 	96_OGA2900l1 	96_OGA3000l1 	96_OGA3100l1 	96_OGAB309l1 	96_OGABASAl1 	96_OGABASBl1 	96_OGABASCl1 	96_OGABASDl1 	96_OGABASEl1 	96_OGABASFl1 	96_OGACYCAl1 	96_OGAGYN1l1 	96_OGAGYN1l2 	96_OGAOVF1l1 	96_OGAOVF2l1 	96_OGAOVF2l2 	96_OGAT1l1 	96_OGB0100l1 	96_OGB0101l1 	96_OGB0200l1 	96_OGB0201l1 	96_OGB0300l1 	96_OGB0301l1 	96_OGB0400l1 	96_OGB0401l1 	96_OGBOVF1l1 	96_OGC0100l1 	96_OGC0200l1 	96_OGC0300l1 	96_OGC0301l1 	96_OGC0400l1 	96_OGC0401l1 	96_OGC0500l1 	96_OGC0600l1 	96_OGC0601l1 	96_OGC0602l1 	96_OGC0602l2 	96_OGC0603l1 	96_OGC0700l1 	96_OGC0800l1 	96_OGC1101l1 	96_OGC1105l1 	96_OGC1106l1 	96_OGC1107l1 	96_OGC1108l1 	96_OGC1109l1 	96_OGC1110l1 	96_OGC1111l1 	96_OGC1112l1 	96_OGC1113l1 	96_OGC1200l1 	96_OGC1300l1 	96_OGC1400l1 	96_OGC1700l1 	96_OGC1701l1 	96_OGC1702l1 	96_OGC1703l1 	96_OGC1704l1 	96_OGC1705l1 	96_OGC1800l1 	96_OGC1900l1 	96_OGC2000l1 	96_OGC2001l1 	96_OGC200Bl1 	96_OGC2100l1 	96_OGCBAS1l1 	96_OGD0000l1 	96_OGD0100l1 	96_OGD0200l1 	96_OGD0300l1 	96_OGD0400l1 	96_OGD0500l1 	96_OGD0600l1 	96_OGD0601l1 	96_OGD0602l1 	96_OGD0603l1 	96_OGD0604l1 	96_OGD0605l1 	96_OGD0606l1 	96_OGD0612l1 	96_OGD0623l1 	96_OGD0624l1 	96_OGD0630l1 	96_OGD0631l1 	96_OGD0700l1 	96_OGD0800l1 	96_OGD0900l1 	96_OGD1000l1 	96_OGD1100l1 	96_OGD1200l1 	96_OGD1300l1 	96_OGD1400l1 	96_OGD1401l1 	96_OGD1402l1 	96_OGD1403l1 	96_OGD1500l1 	96_OGD1600l1 	96_OGD1601l1 	96_OGD1602l1 	96_OGD1700l1 	96_OGD1800l1 	96_OGD1900l1 	96_OGD2000l1 	96_OGD2100l1 	96_OGD2200l1 	96_OGDTV00l1 	96_OGDTV01l1 	96_OGDTV02l1 	96_OGDTV03l1 	96_OGDTV04l1 	96_OGDTV05l1 	96_OGDTV06l1 	96_OGDTV06l2 	96_OGDTV07l1 	96_OGDTV08l1 	96_OGDTV09l1 	96_OGDTV10l1 	96_OGDTV11l1 	96_OGDTV12l1 	96_OGDTV12l2 	96_OGDTV13l1 	96_OGDTV14l1 	96_OGE0000l1 	96_OGE0100l1 	96_OGE0200l1 	96_OGE0201l1 	96_OGE0206l1 	96_OGE0224l1 	96_OGE0300l1 	96_OGE0400l1 	96_OGE0700l1 	96_OGE0900l1 	96_OGG0100l1 	96_OGG0200l1 	96_OGX0100l1 	96_OGX0700l1 	96_OGX0800l1 	96_OGX1100l1 	96_OGX1400l1 	96_OGX1600l1 	96_OGX2000l1 	96_OGX2300l1 	96_OGX2400l1 	96_OGX2900l1 	96_OGX3100l1 	96_OGZ0100l1 	96_OGZ0300l1 	96_OGZ0303l1 	96_OGZ0304l1 	96_OGZ0400l1 	96_OGZ0505l1 	96_OGZ0508l1 	96_OGZ0600l1 	96_TNK1Al1 	96_TNK2l1 	Faest-Kanal_11940|Faest-Kanal_12250 	Faest-Kanal_12250|Faest-Kanal_12316 	Faest-Kanal_12316|Faest-Kanal_12380 	Faest-Kanal_12390|Faest-Kanal_12456 	Faest-Kanal_12524|Faest-Kanal_12734 	Faest-Kanal_12734|Faest-Kanal_12890 	Faest-Kanal_12890|Faest-Kanal_12966 	Faest-Kanal_12966|Faest-Kanal_13040 	Faest-Kanal_13040|Faest-Kanal_13200 	Faest-Kanal_13200|Faest-Kanal_13590 	Faest-Kanal_13590|Faest-Kanal_13691 	Faest-Kanal_13691|Faest-Kanal_13750 	Faest-Kanal_13750|Faest-Kanal_13880 	Faest-Kanal_13880|Faest-Kanal_14000 	Faest-Kanal_14000|Faest-Kanal_14370 	Faest-Kanal_14370|Faest-Kanal_14410 	Faest-Kanal_14410|Faest-Kanal_14550
16-12-2016 10:00:00  	0.023	0.002	0.000	0.009	0.087	0.029	0.043	0.043	0.044	0.016	0.014	0.122	0.225	0.209	0.001	0.007	0.009	0.004	0.002	0.005	0.001	0.000	0.003	0.001	0.003	0.084	0.153	0.029	0.003	0.005	0.002	0.012	0.080	0.001	0.002	0.001	0.025	0.002	0.008	0.013	0.001	0.001	0.054	0.009	0.122	0.000	0.001	0.001	0.101	0.009	0.006	0.001	0.008	0.003	0.004	0.082	0.004	0.011	0.004	0.012	0.008	0.002	0.001	0.165	0.009	0.005	0.004	0.018	0.005	0.005	0.005	0.000	0.001	0.001	0.008	0.001	0.001	0.004	0.001	0.004	0.001	0.020	0.003	0.004	0.000	0.006	0.001	0.001	0.001	0.006	0.001	0.016	0.002	0.146	0.011	0.005	0.006	0.002	0.001	0.001	0.001	0.000	0.005	0.003	0.002	0.006	0.006	0.001	0.000	0.004	0.021	0.000	0.021	0.003	0.011	0.002	0.089	0.016	0.159	0.001	0.048	0.049	0.019	0.065	0.001	0.006	0.004	0.004	0.003	0.001	0.000	0.001	0.020	0.004	0.001	0.002	0.012	0.003	0.003	0.002	0.003	0.006	0.007	0.063	0.008	0.016	0.003	0.004	0.001	0.002	0.008	0.001	0.014	0.011	0.006	0.009	0.032	0.007	0.007	0.014	0.012	0.007	0.003	0.003	0.004	0.004	0.002	0.000	0.001	0.001	0.001	0.000	0.000	0.001	0.000	0.002	0.002	0.012	0.003	0.003	0.004	0.066	0.050	0.044	0.024	0.026	0.023	0.005	0.018	0.064	0.004	0.003	0.006	0.001	0.005	0.001	0.001	0.005	0.002	0.004	0.001	0.004	0.006	0.019	0.013	0.003	0.006	0.004	0.004	0.003	0.001	0.002	0.001	0.001	0.005	0.004	0.012	0.003	0.001	0.001	0.000	0.000	0.002	0.003	0.004	0.003	0.003	0.000	0.001	0.025	0.246	0.009	0.030	0.021	0.021	0.013	0.012	0.007	0.002	0.001	0.002	0.002	0.001	0.001	0.001	0.005	0.000	0.002	0.005	0.002	0.004	0.002	0.004	0.003	0.003	0.003	0.002	0.001	0.002	0.003	0.004	0.001	0.002	0.001	0.001	0.002	0.001	0.002	0.001	0.000	0.001	0.002	0.003	0.001	0.001	0.001	0.000	0.001	0.002	0.002	0.001	0.002	0.001	0.001	0.002	0.001	0.018	0.029	0.034	0.009	0.028	0.016	0.012	0.002	0.020	0.002	0.003	0.062	0.134	0.099	0.021	0.065	0.048	0.035	0.044	0.039	0.012	0.016	0.008	0.171	0.286	0.011	0.016	0.158	0.081	0.032	0.141	0.010	0.025	4.884	0.158	0.652	0.647	1.609	1.225	1.238	0.641	0.512	1.492	0.323	0.858	2.061	1.450	6.831	0.837	10.649
16-12-2016 10:30:00  	0.023	0.025	0.016	0.035	4.067	0.030	0.071	0.486	1.249	0.418	0.119	1.842	2.248	7.291	0.223	1.395	1.360	0.533	0.426	0.609	0.239	0.047	0.553	0.149	0.421	4.198	8.524	2.025	1.172	0.479	0.170	0.419	5.004	0.370	0.331	0.338	2.133	0.226	0.314	0.015	0.001	0.001	2.090	0.155	7.226	0.111	0.072	0.073	6.838	1.569	2.475	0.709	3.428	1.212	1.718	5.592	0.726	1.609	0.616	0.681	0.830	0.289	0.086	11.228	0.939	0.697	0.295	2.044	1.134	0.923	0.861	0.196	0.001	0.181	1.533	0.430	0.438	1.348	0.061	1.209	0.139	3.637	1.590	2.321	0.000	1.432	0.280	0.354	0.440	0.426	0.329	3.445	0.980	9.700	1.647	0.649	1.514	0.820	0.082	0.561	0.084	0.138	0.428	0.495	0.297	1.317	1.621	0.586	0.257	1.061	1.271	0.162	2.196	0.453	1.605	0.271	4.929	0.696	8.795	0.277	3.286	3.969	1.654	5.383	0.227	1.556	1.100	1.696	1.136	0.201	0.148	0.103	2.878	1.047	0.124	0.395	2.200	0.706	0.282	0.003	0.141	0.657	1.032	5.103	0.833	1.758	0.780	0.861	0.125	0.439	1.131	0.808	1.380	1.608	0.837	1.166	3.971	1.516	1.349	2.265	3.004	1.071	0.777	1.423	1.602	0.875	0.915	0.076	0.157	0.274	0.242	0.090	0.181	0.207	0.237	0.002	0.759	0.110	0.003	1.417	2.985	1.566	3.074	0.062	0.029	0.419	0.030	1.402	1.073	0.218	0.573	0.425	0.709	0.209	0.671	0.184	0.156	0.663	0.115	0.322	0.182	0.645	0.793	2.971	1.810	0.349	0.797	0.555	0.538	0.682	0.125	0.111	0.110	0.106	0.842	0.766	2.361	0.899	0.387	0.160	0.054	0.021	0.107	0.812	0.820	0.819	0.698	0.203	0.270	0.993	4.412	0.371	3.143	3.082	2.885	1.854	1.694	0.862	0.330	0.199	0.207	0.317	0.170	0.194	0.099	0.237	0.026	0.002	1.272	0.714	1.030	0.271	0.558	0.475	0.627	0.615	0.418	0.224	0.288	0.595	0.643	0.120	0.272	0.136	0.081	0.087	0.116	0.144	0.142	0.163	0.410	0.523	1.027	0.412	0.651	0.119	0.055	0.204	0.215	0.259	0.344	0.340	0.151	0.002	0.042	0.081	1.241	0.865	1.681	0.918	3.876	3.209	0.737	0.119	1.500	0.267	0.602	0.261	10.442	12.716	2.712	10.561	8.680	2.369	3.816	5.129	2.115	4.166	3.488	3.465	15.269	0.011	0.496	11.799	7.939	6.044	4.592	0.115	0.112	4.884	0.233	1.078	0.696	1.827	2.591	2.707	1.129	0.827	1.905	1.105	1.294	3.138	2.975	17.540	4.461	16.869
16-12-2016 11:00:00  	1.444	0.045	0.020	1.978	64.081	3.028	5.356	6.354	8.421	4.183	4.495	29.296	65.420	63.805	0.516	2.562	2.163	0.801	0.606	0.771	0.335	0.054	0.604	0.156	0.432	24.223	39.847	4.355	1.208	0.676	0.182	0.431	20.547	1.361	0.429	0.392	2.608	0.263	0.369	0.015	0.001	0.001	7.319	0.162	29.374	0.256	0.075	0.074	25.243	4.852	5.409	1.396	5.363	1.834	2.450	19.417	2.612	3.226	1.172	0.954	1.003	0.326	0.090	36.655	3.484	2.725	1.471	6.106	2.250	1.457	1.100	0.237	0.047	0.223	1.812	0.492	0.505	1.421	0.084	1.221	0.469	7.802	2.701	3.077	0.000	1.879	0.341	0.343	0.609	0.594	0.719	4.441	1.155	32.016	3.251	2.015	2.710	1.046	0.090	0.623	0.090	0.200	0.462	0.529	0.545	2.691	3.180	0.873	0.264	2.189	2.780	0.264	4.149	0.635	2.995	0.432	19.377	3.419	32.763	0.426	9.282	10.067	4.075	13.117	0.550	2.592	1.770	2.376	1.704	0.258	0.154	0.111	3.994	1.490	0.220	0.854	4.138	1.643	0.605	0.002	0.262	1.270	2.029	12.412	1.843	5.067	1.962	2.047	0.267	1.183	1.956	1.094	3.530	2.783	1.222	2.140	8.559	3.272	3.162	4.400	5.501	1.865	1.255	2.111	2.105	1.170	1.152	0.115	0.243	0.350	0.387	0.186	0.186	0.300	0.248	1.899	2.673	4.542	2.733	3.084	4.270	6.032	10.020	4.612	0.740	11.647	0.824	12.623	5.861	5.903	1.841	1.522	2.414	0.498	2.068	0.425	0.452	2.070	0.332	0.499	0.411	0.905	2.686	8.947	3.897	0.607	1.240	0.865	0.814	0.973	0.200	0.169	0.156	0.145	2.199	1.989	5.486	1.945	0.607	0.246	0.081	0.031	0.162	1.752	1.767	1.729	1.266	0.330	0.467	3.530	72.450	4.322	13.416	6.561	5.837	3.530	3.065	1.508	0.592	0.349	0.358	0.542	0.276	0.318	0.188	0.478	0.048	0.002	2.160	1.109	1.578	0.419	0.820	0.669	0.838	0.823	0.541	0.276	0.324	0.776	0.827	0.149	0.336	0.178	0.119	0.123	0.158	0.189	0.179	0.177	0.453	0.604	1.379	0.561	0.880	0.167	0.067	0.252	0.274	0.347	0.547	0.448	0.190	0.002	0.054	0.256	3.478	2.152	3.571	1.240	4.820	3.305	1.444	0.272	3.256	0.549	2.033	0.459	147.278	56.983	29.926	27.799	18.858	11.791	26.620	34.708	5.810	10.788	8.206	70.392	165.494	0.011	1.198	108.481	14.330	6.475	82.617	0.160	0.148	4.884	0.292	0.783	0.745	2.132	3.836	3.926	1.265	0.974	1.976	1.511	1.359	3.300	5.338	37.917	5.691	17.303
16-12-2016 11:30:00  	13.405	0.056	0.020	3.863	113.439	27.027	45.978	49.709	52.461	18.880	16.041	33.104	73.119	70.440	0.516	2.569	2.170	0.803	0.606	0.771	0.336	0.054	0.604	0.156	0.432	26.571	43.475	4.550	1.208	0.676	0.182	0.431	22.319	1.455	0.429	0.392	2.608	0.263	0.369	0.015	0.001	0.001	7.919	0.165	31.886	0.256	0.075	0.074	27.318	5.082	5.435	1.401	5.373	1.839	2.460	21.043	2.826	3.238	1.172	0.954	1.003	0.326	0.090	39.847	3.859	3.028	1.633	6.631	2.339	1.457	1.100	0.237	0.047	0.223	1.812	0.492	0.505	1.421	0.084	1.221	0.514	8.664	2.865	3.086	0.000	1.879	0.341	0.343	0.609	0.594	0.743	4.443	1.155	34.701	3.312	2.210	2.981	1.067	0.090	0.623	0.090	0.211	0.462	0.529	0.607	3.032	3.621	0.906	0.264	2.493	3.712	0.280	4.428	0.650	3.096	0.437	20.939	3.687	35.116	0.426	9.869	10.654	4.308	13.862	0.580	2.624	1.790	2.403	1.723	0.259	0.154	0.111	4.011	1.493	0.222	0.855	4.139	1.686	0.613	0.002	0.262	1.271	2.036	13.156	1.927	5.343	2.030	2.108	0.275	1.237	1.969	1.094	3.782	2.882	1.222	2.298	9.140	3.503	3.222	4.446	5.909	2.073	1.305	2.115	2.106	1.170	1.152	0.118	0.250	0.350	0.387	0.191	0.186	0.312	0.248	1.537	2.492	14.693	2.885	3.084	4.271	20.577	14.014	38.203	1.700	64.441	7.958	13.052	10.393	10.259	2.231	1.754	2.782	0.538	2.373	0.464	0.518	2.393	0.378	0.508	0.449	0.905	3.177	10.443	4.086	0.607	1.240	0.865	0.814	0.973	0.200	0.169	0.156	0.145	2.607	2.409	6.568	2.290	0.642	0.246	0.081	0.031	0.162	2.069	2.088	2.019	1.435	0.352	0.526	4.504	84.791	5.160	14.954	6.970	6.207	3.759	3.259	1.646	0.655	0.367	0.373	0.562	0.282	0.330	0.223	0.613	0.059	0.002	2.253	1.113	1.580	0.419	0.820	0.669	0.838	0.823	0.541	0.276	0.324	0.776	0.827	0.149	0.336	0.178	0.119	0.123	0.158	0.189	0.179	0.177	0.453	0.604	1.380	0.562	0.880	0.167	0.067	0.252	0.274	0.348	0.563	0.449	0.190	0.002	0.054	0.330	4.225	2.583	4.247	1.424	5.642	3.396	1.757	0.337	3.987	0.673	2.288	0.459	258.405	115.596	56.162	158.762	52.838	18.717	35.914	67.508	9.029	13.914	9.911	356.148	293.792	0.011	1.411	134.493	15.873	6.542	117.994	0.160	0.148	4.884	0.352	0.841	0.792	2.535	5.036	5.100	1.508	1.237	2.103	1.724	1.380	3.396	10.190	48.448	5.933	17.406
16-12-2016 12:00:00  	14.830	0.060	0.020	4.055	147.340	29.620	50.167	51.207	52.461	18.880	16.041	35.357	73.564	70.826	0.517	2.579	2.181	0.805	0.606	0.771	0.337	0.054	0.604	0.156	0.432	26.706	43.683	4.561	1.208	0.676	0.182	0.431	22.421	1.461	0.429	0.392	2.608	0.263	0.369	0.015	0.001	0.001	7.953	0.165	32.031	0.256	0.075	0.074	27.439	5.094	5.435	1.401	5.373	1.839	2.460	21.139	2.838	3.239	1.172	0.954	1.003	0.326	0.090	40.038	3.875	3.029	1.634	6.631	2.339	1.457	1.100	0.237	0.047	0.223	1.812	0.492	0.505	1.421	0.084	1.221	0.515	8.664	2.865	3.086	0.000	1.879	0.341	0.343	0.609	0.594	0.744	4.443	1.155	34.893	3.316	2.235	3.056	1.072	0.090	0.623	0.090	0.214	0.462	0.529	0.624	3.128	3.730	0.906	0.264	2.584	4.146	0.285	4.481	0.650	3.096	0.437	21.017	3.692	35.133	0.426	9.871	10.656	4.309	13.865	0.580	2.624	1.790	2.403	1.723	0.259	0.154	0.111	4.011	1.493	0.222	0.855	4.139	1.693	0.616	0.002	0.262	1.271	2.038	13.159	1.927	5.351	2.033	2.112	0.276	1.242	1.969	1.094	3.782	2.882	1.222	2.298	9.140	3.503	3.222	4.446	5.909	2.073	1.305	2.115	2.106	1.170	1.152	0.122	0.250	0.350	0.387	0.195	0.186	0.312	0.248	2.096	2.716	14.693	3.084	3.084	4.271	50.218	15.279	102.185	11.834	65.278	22.142	13.052	11.356	66.791	2.286	1.758	2.786	0.538	2.377	0.464	0.518	2.396	0.378	0.508	0.449	0.905	3.182	10.452	4.086	0.607	1.240	0.865	0.814	0.973	0.200	0.169	0.156	0.145	2.608	2.410	6.569	2.290	0.642	0.246	0.081	0.031	0.162	2.069	2.088	2.019	1.435	0.352	0.526	4.861	167.928	5.882	15.888	6.968	6.207	3.759	3.259	1.646	0.655	0.367	0.373	0.562	0.282	0.330	0.223	0.613	0.059	0.002	2.253	1.113	1.580	0.419	0.820	0.669	0.838	0.823	0.541	0.276	0.324	0.776	0.827	0.149	0.336	0.178	0.119	0.123	0.158	0.189	0.179	0.177	0.453	0.604	1.380	0.562	0.880	0.167	0.067	0.252	0.274	0.348	0.563	0.449	0.190	0.002	0.054	0.382	4.435	2.666	4.365	1.461	5.757	3.406	1.774	0.338	3.990	0.673	2.814	0.459	262.365	172.391	56.186	173.712	110.285	45.271	40.668	68.047	9.282	14.463	10.327	531.000	543.342	0.011	1.411	206.837	18.870	6.542	144.656	0.160	0.148	4.884	0.424	0.911	0.835	3.041	6.276	6.289	1.894	1.656	2.256	1.877	1.388	3.408	16.751	58.415	5.986	17.430
16-12-2016 12:30:00  	15.636	0.060	0.020	5.571	172.939	31.099	50.876	51.207	52.461	18.880	16.041	73.675	73.602	70.857	0.517	2.593	2.196	0.809	0.606	0.771	0.338	0.054	0.604	0.156	0.432	26.715	43.692	4.561	1.208	0.676	0.182	0.431	22.425	1.461	0.429	0.392	2.608	0.263	0.369	0.015	0.001	0.001	7.955	0.165	32.037	0.256	0.075	0.074	27.443	5.094	5.435	1.401	5.373	1.839	2.460	21.142	2.839	3.239	1.172	0.954	1.003	0.326	0.090	40.045	3.876	3.029	1.634	6.631	2.339	1.457	1.100	0.237	0.047	0.223	1.812	0.492	0.505	1.421	0.084	1.221	0.515	8.664	2.865	3.086	0.000	1.879	0.341	0.343	0.609	0.594	0.744	4.443	1.155	34.900	3.316	2.235	3.056	1.072	0.090	0.623	0.090	0.214	0.462	0.529	0.624	3.128	3.730	0.906	0.264	2.584	4.146	0.285	4.481	0.650	3.096	0.437	21.023	3.693	35.144	0.426	9.874	10.660	4.310	13.870	0.580	2.624	1.790	2.403	1.723	0.259	0.154	0.111	4.011	1.493	0.222	0.855	4.139	1.703	0.620	0.002	0.262	1.271	2.040	13.165	1.928	5.361	2.038	2.117	0.277	1.249	1.971	1.094	3.784	2.882	1.222	2.298	9.141	3.503	3.222	4.446	5.909	2.073	1.305	2.115	2.106	1.170	1.152	0.127	0.250	0.350	0.387	0.200	0.186	0.312	0.248	2.830	2.830	14.693	3.084	3.084	4.271	72.868	34.579	110.619	22.899	65.278	32.164	13.052	17.906	138.100	2.286	1.758	2.786	0.538	2.377	0.464	0.518	2.396	0.378	0.508	0.449	0.905	3.182	10.452	4.086	0.607	1.240	0.865	0.814	0.973	0.200	0.169	0.156	0.145	2.608	2.410	6.569	2.290	0.642	0.246	0.081	0.031	0.162	2.069	2.088	2.019	1.435	0.352	0.526	4.861	312.654	19.029	32.752	6.896	6.207	3.759	3.259	1.646	0.655	0.367	0.373	0.562	0.282	0.330	0.223	0.613	0.059	0.002	2.253	1.113	1.580	0.419	0.820	0.669	0.838	0.823	0.541	0.276	0.324	0.776	0.827	0.149	0.336	0.178	0.119	0.123	0.158	0.189	0.179	0.177	0.453	0.604	1.380	0.562	0.880	0.167	0.067	0.252	0.274	0.348	0.563	0.449	0.190	0.002	0.058	0.480	4.435	2.666	4.365	1.461	5.757	3.406	1.774	0.338	3.990	0.673	2.968	0.459	262.358	206.508	56.186	173.711	110.272	45.252	40.659	68.047	9.282	14.463	10.327	658.002	755.371	0.011	1.411	318.476	26.899	6.542	216.043	0.194	0.149	4.884	0.510	0.994	0.872	3.640	7.517	7.462	2.276	2.070	2.657	2.167	1.392	3.393	23.336	69.545	5.998	17.435
16-12-2016 13:00:00  	16.125	0.060	0.089	7.211	196.741	31.891	50.894	51.207	52.460	18.880	16.041	121.996	82.164	71.141	0.517	2.610	2.213	0.814	0.606	0.771	0.339	0.054	0.604	0.156	0.432	26.728	43.701	4.561	1.208	0.676	0.182	0.431	22.429	1.461	0.429	0.392	2.608	0.263	0.369	0.015	0.001	0.001	7.956	0.165	32.042	0.256	0.075	0.074	27.448	5.095	5.435	1.401	5.373	1.839	2.460	21.146	2.839	3.239	1.172	0.954	1.003	0.326	0.090	40.053	3.876	3.029	1.634	6.631	2.339	1.457	1.100	0.237	0.047	0.223	1.812	0.492	0.505	1.421	0.084	1.221	0.515	8.664	2.865	3.086	0.000	1.879	0.341	0.343	0.609	0.594	0.744	4.443	1.155	34.909	3.316	2.236	3.056	1.072	0.090	0.623	0.090	0.214	0.462	0.529	0.624	3.128	3.730	0.906	0.264	2.584	4.146	0.285	4.481	0.650	3.096	0.437	21.029	3.695	35.158	0.426	9.878	10.664	4.312	13.876	0.580	2.624	1.790	2.403	1.723	0.259	0.154	0.111	4.011	1.493	0.222	0.855	4.139	1.716	0.624	0.002	0.262	1.271	2.044	13.172	1.929	5.374	2.044	2.124	0.278	1.258	1.972	1.094	3.785	2.882	1.222	2.298	9.141	3.503	3.222	4.446	5.909	2.073	1.305	2.115	2.106	1.170	1.152	0.132	0.250	0.350	0.387	0.206	0.186	0.312	0.248	2.830	2.830	14.693	3.084	3.084	4.271	87.174	77.559	110.780	33.581	65.278	40.364	13.052	24.465	184.179	2.286	1.758	2.786	0.538	2.377	0.464	0.518	2.396	0.378	0.508	0.449	0.905	3.182	10.452	4.086	0.607	1.240	0.865	0.814	0.973	0.200	0.169	0.156	0.145	2.608	2.410	6.569	2.290	0.642	0.246	0.081	0.031	0.162	2.069	2.088	2.019	1.435	0.352	0.526	4.861	462.031	23.431	59.874	9.634	6.203	3.759	3.259	1.646	0.655	0.367	0.373	0.562	0.282	0.330	0.223	0.613	0.059	0.002	2.253	1.113	1.580	0.419	0.820	0.669	0.838	0.823	0.541	0.276	0.324	0.776	0.827	0.149	0.336	0.178	0.119	0.123	0.158	0.189	0.179	0.177	0.453	0.604	1.380	0.562	0.880	0.167	0.067	0.252	0.274	0.348	0.563	0.449	0.190	0.002	0.063	0.482	4.435	2.666	4.365	1.461	5.757	3.406	1.774	0.338	3.990	0.673	2.968	0.459	262.358	243.261	56.186	173.711	110.272	45.252	40.659	68.047	9.282	14.463	10.327	746.071	899.715	0.011	1.429	397.700	39.385	6.542	286.350	7.744	5.850	4.884	0.754	1.230	0.899	4.303	8.774	8.636	2.792	2.630	3.361	2.464	1.389	3.693	29.459	79.876	6.001	17.436
